2025-04-14 21:36:35,862 - ZucoExtractor - INFO - Found 32 .mat files
2025-04-14 21:36:35,895 - ZucoExtractor - INFO - Found 390 sentences in resultsYAG_TSR.mat
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 46
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 47
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 48
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 49
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 50
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 51
2025-04-14 21:36:37,653 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 52
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 53
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 54
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 55
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 56
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 57
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 58
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 59
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 60
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 61
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 62
2025-04-14 21:36:37,654 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 63
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 64
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 65
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 66
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 67
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 68
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 69
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 70
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 71
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 72
2025-04-14 21:36:37,655 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 73
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 74
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 75
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 76
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 77
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 78
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 79
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 80
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 81
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 82
2025-04-14 21:36:37,656 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 83
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 84
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 85
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 86
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 87
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 88
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 89
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 90
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 91
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 92
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 93
2025-04-14 21:36:37,657 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 94
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 95
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 96
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 97
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 98
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 99
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 100
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 101
2025-04-14 21:36:37,658 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 102
2025-04-14 21:36:37,659 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 103
2025-04-14 21:36:37,659 - ZucoExtractor - WARNING - Non-reference word data in sentence 23, word 104
2025-04-14 21:36:37,693 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 0
2025-04-14 21:36:37,693 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 1
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 2
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 3
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 4
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 5
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 6
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 7
2025-04-14 21:36:37,694 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 8
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 9
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 10
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 11
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 12
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 13
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 14
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 15
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 16
2025-04-14 21:36:37,695 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 17
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 18
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 19
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 20
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 21
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 22
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 23
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 24
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 25
2025-04-14 21:36:37,696 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 26
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 27
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 28
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 29
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 30
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 31
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 32
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 33
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 34
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 35
2025-04-14 21:36:37,697 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 36
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 37
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 38
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 39
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 40
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 41
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 42
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 43
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 44
2025-04-14 21:36:37,698 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 45
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 46
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 47
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 48
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 49
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 50
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 51
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 52
2025-04-14 21:36:37,699 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 53
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 54
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 55
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 56
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 57
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 58
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 59
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 60
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 61
2025-04-14 21:36:37,700 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 62
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 63
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 64
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 65
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 66
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 67
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 68
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 69
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 70
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 71
2025-04-14 21:36:37,701 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 72
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 73
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 74
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 75
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 76
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 77
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 78
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 79
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 80
2025-04-14 21:36:37,702 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 81
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 82
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 83
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 84
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 85
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 86
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 87
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 88
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 89
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 90
2025-04-14 21:36:37,703 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 91
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 92
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 93
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 94
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 95
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 96
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 97
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 98
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 99
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 100
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 101
2025-04-14 21:36:37,704 - ZucoExtractor - WARNING - Non-reference word data in sentence 24, word 102
